Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-01-29,189.93624877929688,403.70086669921875,152.3588104248047,161.25999450683594,190.92999267578125
2024-01-30,186.28077697753906,402.58746337890625,150.32418823242188,159.0,191.58999633789062
2024-01-31,182.67483520507812,391.73919677734375,139.0493621826172,155.1999969482422,187.2899932861328
2024-02-01,185.11183166503906,397.8481750488281,140.1014404296875,159.27999877929688,188.86000061035156
2024-02-02,184.1112518310547,405.1788024902344,141.31227111816406,171.80999755859375,187.91000366210938
2024-02-05,185.92413330078125,399.6906433105469,142.60255432128906,170.30999755859375,181.05999755859375
2024-02-06,187.52899169921875,399.5329895019531,143.01937866210938,169.14999389648438,185.10000610351562
2024-02-07,187.63795471191406,407.96722412109375,144.4485626220703,170.52999877929688,187.5800018310547
2024-02-08,186.5581817626953,408.0263366699219,144.81582641601562,169.83999633789062,189.55999755859375
2024-02-09,187.3219451904297,414.37176513671875,147.8826446533203,174.4499969482422,193.57000732421875
2024-02-12,185.6356658935547,409.1595153808594,146.42367553710938,172.33999633789062,188.1300048828125
2024-02-13,183.54273986816406,400.3507995605469,144.05157470703125,168.63999938964844,184.02000427246094
2024-02-14,182.65994262695312,404.22039794921875,144.84556579589844,170.97999572753906,188.7100067138672
2024-02-15,182.37229919433594,401.32806396484375,141.69937133789062,169.8000030517578,200.4499969482422
2024-02-16,180.83482360839844,398.8602600097656,139.46624755859375,169.50999450683594,199.9499969482422
2024-02-20,180.0908966064453,397.6065673828125,140.06173706054688,167.0800018310547,193.75999450683594
2024-02-21,180.8447723388672,397.0044250488281,141.4810028076172,168.58999633789062,194.77000427246094
2024-02-22,182.87815856933594,406.35260009765625,143.0094451904297,174.5800018310547,197.41000366210938
2024-02-23,181.0431365966797,405.0594482421875,142.88046264648438,174.99000549316406,191.97000122070312
2024-02-26,179.6941680908203,402.29547119140625,136.53834533691406,174.72999572753906,199.39999389648438
2024-02-27,181.15225219726562,402.2362976074219,137.83853149414062,173.5399932861328,199.72999572753906
2024-02-28,179.9520263671875,402.47314453125,135.35728454589844,173.16000366210938,202.0399932861328
2024-02-29,179.2874755859375,408.3169860839844,137.42169189453125,176.75999450683594,201.8800048828125
2024-03-01,178.206298828125,410.15301513671875,136.11158752441406,178.22000122070312,202.63999938964844
2024-03-04,173.6831817626953,409.5805358886719,132.3500213623047,177.5800018310547,188.13999938964844
2024-03-05,168.74346923828125,397.4684143066406,131.67507934570312,174.1199951171875,180.74000549316406
2024-03-06,167.75155639648438,396.91558837890625,130.41464233398438,173.50999450683594,176.5399932861328
2024-03-07,167.63253784179688,403.87493896484375,133.37225341796875,176.82000732421875,178.64999389648438
2024-03-08,169.34852600097656,400.99249267578125,134.39454650878906,175.35000610351562,175.33999633789062
2024-03-11,171.35218811035156,399.3143310546875,136.63760375976562,171.9600067138672,177.77000427246094
2024-03-12,171.82830810546875,409.9359130859375,137.46139526367188,175.38999938964844,177.5399932861328
2024-03-13,169.74530029296875,409.7581787109375,138.74169921875,176.55999755859375,169.47999572753906
2024-03-14,171.6001739501953,419.7479553222656,142.0269012451172,178.75,162.5
2024-03-15,171.22323608398438,411.0611877441406,140.1212615966797,174.4199981689453,163.57000732421875
2024-03-18,172.31436157226562,411.9495849609375,146.57254028320312,174.47999572753906,173.8000030517578
2024-03-19,174.65524291992188,415.9869384765625,145.92739868164062,175.89999389648438,171.32000732421875
2024-03-20,177.22430419921875,419.7578125,147.6245880126953,178.14999389648438,175.66000366210938
2024-03-21,169.98336791992188,423.8445739746094,146.4931640625,178.14999389648438,172.82000732421875
2024-03-22,170.88601684570312,423.2226867675781,149.63938903808594,178.8699951171875,170.8300018310547
2024-03-25,169.46755981445312,417.4183349609375,148.94461059570312,179.7100067138672,172.6300048828125
2024-03-26,168.33677673339844,416.2239074707031,149.54013061523438,178.3000030517578,177.6699981689453
2024-03-27,171.90765380859375,416.0067138671875,149.7386016845703,179.8300018310547,179.8300018310547
2024-03-28,170.0924530029297,415.30584716796875,149.7981719970703,180.3800048828125,175.7899932861328
2024-04-01,168.65420532226562,419.1063537597656,154.32398986816406,180.97000122070312,175.22000122070312
2024-04-02,167.47381591796875,416.0165710449219,153.4009246826172,180.69000244140625,166.6300048828125
2024-04-03,168.2772674560547,415.03936767578125,153.7582244873047,182.41000366210938,168.3800048828125
2024-04-04,167.45399475097656,412.50244140625,149.4011993408203,180.0,171.11000061035156
2024-04-05,168.2078399658203,420.0440673828125,151.3563995361328,185.07000732421875,164.89999389648438
2024-04-08,167.0869903564453,419.1260681152344,153.6887664794922,185.19000244140625,172.97999572753906
2024-04-09,168.29708862304688,420.7943420410156,155.42564392089844,185.6699981689453,176.8800048828125
2024-04-10,166.42239379882812,417.81317138671875,154.96908569335938,185.9499969482422,171.75999450683594
2024-04-11,173.6236572265625,422.42303466796875,158.21456909179688,189.0500030517578,174.60000610351562
2024-04-12,175.1214599609375,416.4707336425781,156.54718017578125,186.1300048828125,171.0500030517578
2024-04-15,171.2926788330078,408.3169860839844,153.69871520996094,183.6199951171875,161.47999572753906
2024-04-16,168.00946044921875,409.2448425292969,153.2421417236328,183.32000732421875,157.11000061035156
2024-04-17,166.640625,406.5401306152344,154.3041229248047,181.27999877929688,155.4499969482422
2024-04-18,165.68838500976562,399.0675354003906,154.840087890625,179.22000122070312,149.92999267578125
2024-04-19,163.6649169921875,393.9838562011719,152.93447875976562,174.6300048828125,147.0500030517578
2024-04-22,164.4980926513672,395.8001403808594,155.1080322265625,177.22999572753906,142.0500030517578
2024-04-23,165.54949951171875,402.3250732421875,157.07321166992188,179.5399932861328,144.67999267578125
2024-04-24,167.65237426757812,403.7958984375,157.93667602539062,176.58999633789062,162.1300048828125
2024-04-25,168.5153350830078,393.9048767089844,154.83013916015625,173.6699981689453,170.17999267578125
2024-04-26,167.9300994873047,401.0911560058594,170.66053771972656,179.6199951171875,168.2899932861328
2024-04-29,172.0961151123047,397.07354736328125,164.90402221679688,180.9600067138672,194.0500030517578
2024-04-30,168.95179748535156,384.3197937011719,161.55931091308594,175.0,183.27999877929688
2024-05-01,167.9300994873047,389.85760498046875,162.63121032714844,179.0,179.99000549316406
2024-05-02,171.62991333007812,392.72027587890625,165.37049865722656,184.72000122070312,180.00999450683594
2024-05-03,181.89617919921875,401.4267883300781,165.98587036132812,186.2100067138672,181.19000244140625
2024-05-06,180.23968505859375,408.2182922363281,166.8394012451172,188.6999969482422,184.75999450683594
2024-05-07,180.92408752441406,404.0722961425781,169.9657745361328,188.75999450683594,177.80999755859375
2024-05-08,181.26138305664062,405.2568664550781,168.1098175048828,188.0,174.72000122070312
2024-05-09,183.07656860351562,407.01397705078125,168.68548583984375,189.5,171.97000122070312
2024-05-10,181.8151397705078,409.40283203125,167.38526916503906,187.47999572753906,168.47000122070312
2024-05-13,185.02333068847656,408.39593505859375,167.87161254882812,186.57000732421875,171.88999938964844
2024-05-14,186.1655731201172,411.19940185546875,169.0626220703125,187.07000732421875,177.5500030517578
2024-05-15,188.44012451171875,418.3887634277344,171.21632385253906,185.99000549316406,173.99000549316406
2024-05-16,188.55929565429688,416.3219299316406,172.87380981445312,183.6300048828125,174.83999633789062
2024-05-17,188.589111328125,415.5505676269531,174.73971557617188,184.6999969482422,177.4600067138672
2024-05-20,189.75119018554688,420.62371826171875,175.59326171875,183.5399932861328,174.9499969482422
2024-05-21,191.05238342285156,424.28271484375,176.5163116455078,183.14999389648438,186.60000610351562
2024-05-22,189.61215209960938,425.74627685546875,175.05731201171875,183.1300048828125,180.11000061035156
2024-05-23,185.6192626953125,422.26531982421875,172.24855041503906,181.0500030517578,173.74000549316406
2024-05-24,188.69834899902344,425.3902893066406,173.67774963378906,180.75,179.24000549316406
2024-05-28,188.7083282470703,425.5485534667969,175.0771484375,182.14999389648438,176.75
2024-05-29,189.0062713623047,424.41131591796875,174.58090209960938,182.02000427246094,176.19000244140625
2024-05-30,189.99952697753906,410.072021484375,170.8193359375,179.32000732421875,178.7899932861328
2024-05-31,190.9530792236328,410.5269775390625,171.20640563964844,176.44000244140625,178.0800018310547
2024-06-03,192.72105407714844,408.9347839355469,171.8713836669922,178.33999633789062,176.2899932861328
2024-06-04,193.03887939453125,411.4565734863281,172.4867401123047,179.33999633789062,174.77000427246094
2024-06-05,194.54864501953125,419.3085021972656,174.09458923339844,181.27999877929688,175.0
2024-06-06,193.1680145263672,419.81280517578125,175.40469360351562,185.0,177.94000244140625
2024-06-07,195.56175231933594,419.1502685546875,173.15171813964844,184.3000030517578,177.47999572753906
2024-06-10,191.81716918945312,423.1256408691406,173.89694213867188,187.05999755859375,173.7899932861328
2024-06-11,205.75254821777344,427.8823547363281,175.4967041015625,187.22999572753906,170.66000366210938
2024-06-12,211.6326141357422,436.16943359375,176.6592559814453,186.88999938964844,177.2899932861328
2024-06-13,212.79470825195312,436.68365478515625,174.04598999023438,183.8300018310547,182.47000122070312
2024-06-14,211.05650329589844,437.6626892089844,175.66561889648438,183.66000366210938,178.00999450683594
2024-06-17,215.2083282470703,443.3983459472656,176.11276245117188,184.05999755859375,187.44000244140625
2024-06-18,212.8443603515625,441.390869140625,173.9764404296875,182.80999755859375,184.86000061035156
2024-06-20,208.26548767089844,440.7580261230469,175.17872619628906,186.10000610351562,181.57000732421875
2024-06-21,206.0902557373047,444.792724609375,178.48756408691406,189.0800018310547,183.00999450683594
2024-06-24,206.73587036132812,442.7061462402344,178.0801544189453,185.57000732421875,182.5800018310547
2024-06-25,207.6595916748047,445.94976806640625,182.8595733642578,186.33999633789062,187.35000610351562
2024-06-26,211.81138610839844,447.1463623046875,182.71054077148438,193.61000061035156,196.3699951171875
2024-06-27,212.65565490722656,447.8287048339844,184.23080444335938,197.85000610351562,197.4199981689453
2024-06-28,209.19912719726562,441.9941101074219,180.9915008544922,193.25,197.8800048828125
2024-07-01,215.28778076171875,451.6656494140625,181.82618713378906,197.1999969482422,209.86000061035156
2024-07-02,218.78404235839844,454.1874084472656,184.06187438964844,200.0,231.25999450683594
2024-07-03,220.05538940429688,455.6608581542969,184.63818359375,197.58999633789062,246.38999938964844
2024-07-05,224.81307983398438,462.3755798339844,189.38778686523438,200.0,251.52000427246094
2024-07-08,226.28309631347656,461.0701904296875,187.8277587890625,199.2899932861328,252.94000244140625
2024-07-09,227.1372833251953,454.44451904296875,187.778076171875,199.33999633789062,262.3299865722656
2024-07-10,231.4082794189453,461.08013916015625,189.96408081054688,199.7899932861328,263.260009765625
2024-07-11,226.0347900390625,449.658203125,184.38978576660156,195.0500030517578,241.02999877929688
2024-07-12,228.9847412109375,448.52093505859375,183.89295959472656,194.49000549316406,248.22999572753906
2024-07-15,232.81869506835938,448.9263916015625,185.3436737060547,192.72000122070312,252.63999938964844
2024-07-16,233.2358856201172,444.5356140136719,182.75025939941406,193.02000427246094,256.55999755859375
2024-07-17,227.33595275878906,438.6021423339844,179.86871337890625,187.92999267578125,248.5
2024-07-18,222.6676483154297,435.487060546875,176.5598907470703,183.75,249.22999572753906
2024-07-19,222.79678344726562,432.2632141113281,176.5301055908203,183.1300048828125,239.1999969482422
2024-07-22,222.4491424560547,438.0285949707031,180.5145721435547,182.5500030517578,251.50999450683594
2024-07-23,223.49205017089844,439.91741943359375,180.6337890625,186.41000366210938,246.3800048828125
2024-07-24,217.06570434570312,424.14422607421875,171.53208923339844,180.8300018310547,215.99000549316406
2024-07-25,216.0227813720703,413.7607116699219,166.21609497070312,179.85000610351562,220.25
2024-07-26,216.48963928222656,420.55450439453125,165.93788146972656,182.5,219.8000030517578
2024-07-29,216.76771545410156,421.99835205078125,168.4517822265625,183.1999969482422,232.10000610351562
2024-07-30,217.32394409179688,418.2306213378906,169.20693969726562,181.7100067138672,222.6199951171875
2024-07-31,220.58180236816406,413.7112731933594,170.44898986816406,186.97999572753906,232.07000732421875
2024-08-01,216.8869171142578,412.4849853515625,169.6739501953125,184.07000732421875,216.86000061035156
2024-08-02,218.3767852783203,403.9605407714844,165.60003662109375,167.89999389648438,207.6699981689453
2024-08-05,207.85824584960938,390.7684631347656,158.2371826171875,161.02000427246094,198.8800048828125
2024-08-06,205.83200073242188,395.17901611328125,157.2832794189453,161.92999267578125,200.63999938964844
2024-08-07,208.40452575683594,394.0121154785156,157.9291534423828,162.77000427246094,191.75999450683594
2024-08-08,211.87100219726562,398.2248840332031,160.99949645996094,165.8000030517578,198.83999633789062
2024-08-09,214.78121948242188,401.5179443359375,162.62905883789062,166.94000244140625,200.0
2024-08-12,216.31260681152344,402.2992248535156,161.25782775878906,166.8000030517578,197.49000549316406
2024-08-13,220.0316925048828,409.4194030761719,163.11593627929688,170.22999572753906,207.8300018310547
2024-08-14,220.47915649414062,412.2377624511719,159.35003662109375,170.10000610351562,201.3800048828125
2024-08-15,223.46238708496094,417.1119689941406,160.27413940429688,177.58999633789062,214.13999938964844
2024-08-16,224.78492736816406,414.5757751464844,161.92356872558594,177.05999755859375,216.1199951171875
2024-08-19,224.62582397460938,417.6072998046875,165.6099853515625,178.22000122070312,222.72000122070312
2024-08-20,225.24234008789062,420.846923828125,166.11672973632812,178.8800048828125,221.10000610351562
2024-08-21,225.13294982910156,420.19305419921875,164.79519653320312,180.11000061035156,223.27000427246094
2024-08-22,223.27342224121094,411.6829833984375,162.75823974609375,176.1300048828125,210.66000366210938
2024-08-23,225.5705108642578,412.91143798828125,164.56666564941406,177.0399932861328,220.32000732421875
2024-08-26,225.90859985351562,409.64215087890625,165.1032257080078,175.5,213.2100067138672
2024-08-27,226.75384521484375,409.9888610839844,163.63262939453125,173.1199951171875,209.2100067138672
2024-08-28,225.2224884033203,406.7790222167969,161.8142852783203,170.8000030517578,205.75
2024-08-29,228.50399780273438,409.27557373046875,160.7510986328125,172.1199951171875,206.27999877929688
2024-08-30,227.7184295654297,413.2582092285156,162.34092712402344,178.5,214.11000061035156
2024-09-03,221.52328491210938,405.6298522949219,156.35919189453125,176.25,210.60000610351562
2024-09-04,219.61402893066406,405.0948486328125,155.45498657226562,173.3300018310547,219.41000366210938
2024-09-05,221.13546752929688,404.589599609375,156.2399444580078,177.88999938964844,230.1699981689453
2024-09-06,219.5841827392578,397.9618835449219,149.96014404296875,171.38999938964844,210.72999572753906
2024-09-09,219.67369079589844,401.9444580078125,147.9602813720703,175.39999389648438,216.27000427246094
2024-09-10,218.87815856933594,410.3455505371094,147.91053771972656,179.5500030517578,226.1699981689453
2024-09-11,221.41390991210938,419.103271484375,150.39791870117188,184.52000427246094,228.1300048828125
2024-09-12,221.52328491210938,423.02642822265625,153.91014099121094,187.0,229.80999755859375
2024-09-13,221.25479125976562,426.5830078125,156.66616821289062,186.49000549316406,230.2899932861328
2024-09-16,215.10939025878906,427.3260498046875,157.2631378173828,184.88999938964844,226.77999877929688
2024-09-17,215.5767364501953,431.1005554199219,158.51681518554688,186.8800048828125,227.8699951171875
2024-09-18,219.45494079589844,426.8009338378906,159.00433349609375,186.42999267578125,227.1999969482422
2024-09-19,227.58914184570312,434.6076354980469,161.3225860595703,189.8699951171875,243.9199981689453
2024-09-20,226.92288208007812,431.2194519042969,162.76527404785156,191.60000610351562,238.25
2024-09-23,225.20257568359375,429.475830078125,161.0340576171875,193.8800048828125,250.0
2024-09-24,226.09751892089844,425.17626953125,161.47181701660156,193.9600067138672,254.27000427246094
2024-09-25,225.10311889648438,428.0888671875,160.6758575439453,192.52999877929688,257.0199890136719
2024-09-26,226.2467041015625,427.29632568359375,161.90957641601562,191.16000366210938,254.22000122070312
2024-09-27,226.51516723632812,424.0368957519531,163.1234588623047,187.97000122070312,260.4599914550781
2024-09-30,231.69602966308594,426.2956848144531,165.0138702392578,186.3300018310547,261.6300048828125
2024-10-01,224.9440460205078,416.775146484375,166.14813232421875,185.1300048828125,258.0199890136719
2024-10-02,225.51083374023438,413.2482604980469,165.02383422851562,184.75999450683594,249.02000427246094
2024-10-03,224.40704345703125,412.66375732421875,165.02383422851562,181.9600067138672,240.66000366210938
2024-10-04,225.53073120117188,412.188232421875,166.2177734375,186.50999450683594,250.0800018310547
2024-10-07,220.44932556152344,405.7289123535156,162.15834045410156,180.8000030517578,240.8300018310547
2024-10-08,224.50648498535156,410.85076904296875,163.5513153076172,182.72000122070312,244.5
2024-10-09,228.25538635253906,413.5751953125,161.0439910888672,185.1699981689453,241.0500030517578
2024-10-10,227.75819396972656,411.97027587890625,161.26287841796875,186.64999389648438,238.77000427246094
2024-10-11,226.27655029296875,412.44586181640625,162.4170379638672,188.82000732421875,217.8000030517578
2024-10-14,230.00555419921875,415.2395935058594,164.1283721923828,187.5399932861328,219.16000366210938
2024-10-15,232.54127502441406,414.84326171875,164.62583923339844,187.69000244140625,219.57000732421875
2024-10-16,230.4828643798828,412.2476806640625,164.32736206054688,186.88999938964844,221.3300018310547
2024-10-17,230.8507843017578,412.8420715332031,162.1085662841797,187.52999877929688,220.88999938964844
2024-10-18,233.68482971191406,414.2687072753906,162.5961456298828,188.99000549316406,220.6999969482422
2024-10-21,235.15655517578125,414.8829345703125,163.24285888671875,189.07000732421875,218.85000610351562
2024-10-22,234.54002380371094,423.5317077636719,164.3074493408203,189.6999969482422,217.97000122070312
2024-10-23,229.4685516357422,420.64874267578125,161.9593505859375,184.7100067138672,213.64999389648438
2024-10-24,229.27963256835938,420.7775573730469,161.899658203125,186.3800048828125,260.4800109863281
2024-10-25,230.1149444580078,424.16571044921875,164.43679809570312,187.8300018310547,269.19000244140625
2024-10-28,232.0937957763672,422.6202087402344,165.87950134277344,188.38999938964844,262.510009765625
2024-10-29,232.36228942871094,427.9303894042969,168.82456970214844,190.8300018310547,259.5199890136719
2024-10-30,228.81227111816406,428.50494384765625,173.58047485351562,192.72999572753906,257.54998779296875
2024-10-31,224.64572143554688,402.5686340332031,170.24734497070312,186.39999389648438,249.85000610351562
2024-11-01,221.66250610351562,406.5511779785156,170.4264373779297,197.92999267578125,248.97999572753906
2024-11-04,220.7675323486328,404.6589050292969,168.38677978515625,195.77999877929688,242.83999633789062
2024-11-05,222.19947814941406,407.63104248046875,168.88427734375,199.5,251.44000244140625
2024-11-06,221.4735565185547,416.2698974609375,175.62013244628906,207.08999633789062,288.5299987792969
2024-11-07,226.20692443847656,421.4710388183594,179.83876037597656,210.0500030517578,296.9100036621094
2024-11-08,225.93814086914062,418.6079406738281,177.4508514404297,208.17999267578125,321.2200012207031
2024-11-11,223.22042846679688,414.1201171875,179.44078063964844,206.83999633789062,350.0
2024-11-12,223.22042846679688,419.0933837890625,180.70436096191406,208.91000366210938,328.489990234375
2024-11-13,224.10641479492188,421.2431945800781,177.9781951904297,214.10000610351562,330.239990234375
2024-11-14,227.19244384765625,422.9174499511719,174.69480895996094,211.47999572753906,311.17999267578125
2024-11-15,223.98695373535156,411.13812255859375,171.6204071044922,202.61000061035156,320.7200012207031
2024-11-18,226.9933624267578,411.8910217285156,174.41624450683594,201.6999969482422,338.739990234375
2024-11-19,227.25218200683594,413.90216064453125,177.22201538085938,204.61000061035156,346.0
2024-11-20,227.96896362304688,411.6235656738281,175.09278869628906,202.8800048828125,342.0299987792969
2024-11-21,227.49111938476562,409.8466491699219,166.784912109375,198.3800048828125,339.6400146484375
2024-11-22,228.8350372314453,413.9463806152344,163.9293670654297,197.1199951171875,352.55999755859375
2024-11-25,231.82151794433594,415.7232971191406,166.80477905273438,201.4499969482422,338.5899963378906
2024-11-26,234.0016632080078,424.8559265136719,168.2673797607422,207.86000061035156,338.2300109863281
2024-11-27,233.8722381591797,419.89251708984375,168.3768310546875,205.74000549316406,332.8900146484375
2024-11-29,236.26144409179688,420.359130859375,168.09823608398438,207.88999938964844,345.1600036621094
2024-12-02,238.51126098632812,427.82403564453125,170.6254425048828,210.7100067138672,357.0899963378906
2024-12-03,241.55747985839844,428.04241943359375,170.47618103027344,213.44000244140625,351.4200134277344
2024-12-04,241.91587829589844,434.21685791015625,173.49090576171875,218.16000366210938,357.92999267578125
2024-12-05,241.9457244873047,439.3787841796875,171.76963806152344,220.5500030517578,369.489990234375
2024-12-06,241.7466278076172,440.3218078613281,173.8292236328125,227.02999877929688,389.2200012207031
2024-12-09,245.6390380859375,442.7538757324219,174.68585205078125,226.08999633789062,389.7900085449219
2024-12-10,246.65443420410156,440.0835876464844,184.44761657714844,225.0399932861328,400.989990234375
2024-12-11,245.3802032470703,445.7021484375,194.63771057128906,230.25999450683594,424.7699890136719
2024-12-12,246.84359741210938,446.2679748535156,191.2111358642578,228.97000122070312,418.1000061035156
2024-12-13,247.0128173828125,443.9947204589844,189.07949829101562,227.4600067138672,436.2300109863281
2024-12-16,249.90972900390625,448.2831115722656,195.89280700683594,232.92999267578125,463.0199890136719
2024-12-17,252.33872985839844,451.132080078125,194.6576385498047,231.14999389648438,479.8599853515625
2024-12-18,246.9331817626953,434.18707275390625,187.66502380371094,220.52000427246094,440.1300048828125
2024-12-19,248.66534423828125,433.8297424316406,187.77456665039062,223.2899932861328,436.1700134277344
2024-12-20,253.3441925048828,433.4028625488281,190.6632843017578,224.9199981689453,421.05999755859375
2024-12-23,254.1206817626953,432.0627746582031,193.8707275390625,225.05999755859375,430.6000061035156
2024-12-24,257.0375061035156,436.1128845214844,195.34494018554688,229.0500030517578,462.2799987792969
2024-12-26,257.853759765625,434.90179443359375,194.83692932128906,227.0500030517578,454.1300048828125
2024-12-27,254.43922424316406,427.3773193359375,192.0080108642578,223.75,431.6600036621094
2024-12-30,251.06448364257812,421.71905517578125,190.49395751953125,221.3000030517578,417.4100036621094
2024-12-31,249.29251098632812,418.4134521484375,188.56150817871094,219.38999938964844,403.8399963378906
2025-01-02,242.75209045410156,415.51483154296875,188.69100952148438,220.22000122070312,379.2799987792969
2025-01-03,242.2642822265625,420.2499084472656,191.0417938232422,224.19000244140625,410.44000244140625
2025-01-06,243.8969268798828,424.71697998046875,196.10198974609375,227.61000061035156,411.04998779296875
2025-01-07,241.11947631835938,419.2770690917969,194.7273712158203,222.11000061035156,394.3599853515625
2025-01-08,241.60726928710938,421.4510192871094,193.19337463378906,222.1300048828125,394.94000244140625
2025-01-10,235.7836151123047,415.88214111328125,191.2908172607422,218.94000244140625,394.739990234375
2025-01-13,233.34461975097656,414.1350402832031,190.2648162841797,218.4600067138672,403.30999755859375
2025-01-14,232.22967529296875,412.6261901855469,188.92010498046875,217.75999450683594,396.3599853515625
2025-01-15,236.7989959716797,423.1882019042969,194.78712463378906,223.35000610351562,428.2200012207031
2025-01-16,227.23228454589844,421.47088623046875,192.1574249267578,220.66000366210938,413.82000732421875
2025-01-17,228.9445343017578,425.8883056640625,195.23536682128906,225.94000244140625,426.5
2025-01-21,221.63758850097656,425.3621826171875,197.27737426757812,230.7100067138672,424.07000732421875
2025-01-22,222.8222198486328,442.9326171875,197.59613037109375,235.00999450683594,415.1099853515625
2025-01-23,222.6529998779297,443.4388427734375,197.2076416015625,235.4199981689453,412.3800048828125
2025-01-24,221.77696228027344,440.8082580566406,199.428955078125,234.85000610351562,406.5799865722656
